airport_code,aircraftmov_intl,aircraftmov_domestic,pax_intl,pax_domestic,freight_intl,freight_domestic,month,year
RPR,0,846,0,89336,0,371,7,2015
PAT,0,1232,0,127659,0,367,7,2015
HJR,0,28,0,1642,0,0,7,2015
TRZ,688,178,89735,13105,597,0,7,2015
CJB,83,1466,10681,125638,94,539,7,2015
AGX,0,198,0,1734,0,0,7,2015
DIU,0,44,0,1361,0,0,7,2015
HYD,1729,6803,259275,753686,4600,4435,7,2015
LKO,280,1743,44456,211752,155,260,7,2015
IDR,0,1250,0,126812,0,552,7,2015
IXZ,0,744,0,51412,0,282,7,2015
IXD,0,84,0,4742,0,0,7,2015
JLR,0,326,0,20250,0,0,7,2015
VTZ,146,1146,10104,134238,4,122,7,2015
IXU,0,271,0,22442,0,90,7,2015
SHL,0,40,0,742,0,0,7,2015
VAJJ,0,2087,0,14771,0,30,7,2015
UDR,0,486,0,40597,0,5,7,2015
TIR,0,441,0,31446,0,0,7,2015
JDH,0,250,0,24038,0,2,7,2015
IMF,0,516,0,61390,0,359,7,2015
BOM,6315,18168,917011,2329524,38835,17682,7,2015
PBD,0,58,0,1149,0,0,7,2015
KUU,0,44,0,1284,0,0,7,2015
JGA,0,60,0,5813,0,1,7,2015
BHU,0,244,0,4236,0,0,7,2015
BHO,0,670,0,53080,0,109,7,2015
CCJ,1173,301,150159,29123,1029,49,7,2015
COK,2558,2094,389226,243604,5608,984,7,2015
STV,0,312,0,4414,0,0,7,2015
AJL,0,230,0,15042,0,22,7,2015
GWL,0,20,0,601,0,0,7,2015
TRV,1340,804,188361,88925,3424,78,7,2015
NAG,46,810,4410,116966,33,511,7,2015
IXB,41,656,2843,71880,0,255,7,2015
DEL,7316,21065,1093841,2719397,42292,26720,7,2015
RJA,0,785,0,22960,0,0,7,2015
BBI,0,1089,0,135722,0,590,7,2015
RAJ,0,432,0,32169,0,16,7,2015
KNU,0,0,0,0,0,0,7,2015
AGR,2,4,0,12,0,0,7,2015
GAU,36,2809,2200,293220,0,1520,7,2016
IXS,0,214,0,13832,0,22,7,2016
SXR,0,1803,0,209935,0,161,7,2016
HBX,0,60,0,2847,0,0,7,2016
RDP,0,0,0,0,0,0,7,2016
IXE,391,892,59111,90678,76,44,7,2016
ATQ,358,623,44781,80814,124,18,7,2016
PNQ,178,3722,21342,536124,0,2873,7,2016
DED,0,752,0,65340,0,25,7,2016
JRH,0,62,0,4241,0,10,7,2016
HJR,0,30,0,2131,0,0,7,2016
IXL,0,530,0,64929,0,100,7,2016
GOI,234,3362,24826,463183,101,270,7,2016
BHJ,0,156,0,14064,0,3,7,2016
DHM,0,170,0,9659,0,0,7,2016
MYQ,0,0,0,0,0,0,7,2016
TCR,0,122,0,8447,0,4,7,2016
IXA,0,652,0,96307,0,599,7,2016
KNU,0,4,0,10,0,0,7,2016
AMD,984,3013,142467,436470,2339,3776,7,2016
TEZ,0,26,0,786,0,0,7,2016
MAA,3169,9136,458842,1119084,24094,7605,7,2016
VGA,0,831,0,52263,0,0,7,2016
IXC,0,1226,0,144980,0,436,7,2016
GOP,0,54,0,2867,0,0,7,2016
BLR,1991,13024,307179,1617371,17201,11619,7,2016
DIB,0,228,0,26693,0,44,7,2016
IXD,0,70,0,3659,0,0,7,2016
UDR,0,644,0,81274,0,2,7,2016
PNY,0,0,0,0,0,0,7,2016
DMU,0,180,0,12389,0,22,7,2016
VAMA,0,0,0,0,0,0,7,2016
IXG,0,128,0,8379,0,0,7,2016
IXJ,0,880,0,87392,0,173,7,2016
IXI,0,36,0,918,0,0,7,2016
IXM,186,842,23553,59749,0,51,7,2016
CCU,1485,8010,170105,1057477,4570,8490,7,2016
IXR,0,686,0,75457,0,398,7,2016
VNS,32,1125,3540,140164,0,110,7,2016
GAY,12,72,377,5214,0,0,7,2016
BDQ,0,763,0,93954,0,287,7,2016
JAI,299,2303,31163,280589,212,1275,7,2016
PGH,0,34,0,864,0,0,7,2016
COK,2400,2604,441226,315940,5909,1175,7,2016
RPR,0,908,0,111409,0,381,7,2016
PAT,0,1244,0,165692,0,499,7,2016
IXB,30,734,2194,105735,0,331,7,2016
TRZ,725,186,99881,15865,578,1,7,2016
CJB,88,1702,12250,168216,110,680,7,2016
AGX,0,217,0,2040,0,0,7,2016
DIU,0,34,0,1195,0,0,7,2016
HYD,1841,8754,289710,954681,5174,4432,7,2016
LKO,389,2091,49005,264440,200,216,7,2016
IDR,0,1122,0,134979,0,690,7,2016
IXZ,0,848,0,70557,0,357,7,2016
NDC,0,0,0,0,0,0,7,2016
DEL,8298,24876,1223977,3477225,45070,25671,7,2016
CDP,0,32,0,206,0,0,7,2016
JLR,0,238,0,13446,0,0,7,2016
VTZ,124,1484,6961,181743,0,406,7,2016
IXU,0,304,0,27552,0,125,7,2016
SHL,0,50,0,976,0,0,7,2016
VAJJ,0,1880,0,14322,0,36,7,2016
RJA,0,552,0,17553,0,0,7,2016
TIR,0,584,0,45430,0,0,7,2016
JDH,0,248,0,25263,0,1,7,2016
IMF,0,530,0,71444,0,329,7,2016
AGR,0,14,0,78,0,0,7,2016
BOM,6852,19367,1043167,2765306,40581,20219,7,2016
PBD,0,24,0,187,0,0,7,2016
KUU,0,52,0,2102,0,0,7,2016
JGA,0,62,0,8420,0,1,7,2016
BHU,0,76,0,486,0,0,7,2016
BHO,0,645,0,61309,0,79,7,2016
CCJ,1242,367,186617,37499,1032,59,7,2016
BBI,0,1221,2711,157055,0,669,7,2016
STV,0,342,0,13850,0,0,7,2016
AJL,0,234,0,16768,0,59,7,2016
GWL,0,30,0,1539,0,0,7,2016
TRV,1376,1056,196063,132070,2397,99,7,2016
NAG,108,1166,9481,139719,21,569,7,2016
RAJ,0,403,0,33486,0,24,7,2016
GAU,66,3385,6564,386416,0,1582,7,2017
IXS,0,376,0,30112,0,38,7,2017
SXR,28,1600,5873,233697,9,611,7,2017
HBX,0,50,0,2557,0,0,7,2017
RDP,0,46,0,474,0,0,7,2017
IXE,457,1218,66616,117425,205,41,7,2017
ATQ,349,1147,50256,120527,103,64,7,2017
JSA,0,0,0,0,0,0,7,2017
PNQ,204,4692,22701,629128,2,3195,7,2017
DED,0,1071,0,89593,0,20,7,2017
JRH,0,70,0,5981,0,3,7,2017
HJR,0,32,0,2036,0,0,7,2017
IXL,0,722,0,82402,0,104,7,2017
BUP,0,26,0,1147,0,0,7,2017
GOI,237,3744,24543,528251,201,240,7,2017
BHJ,0,164,0,13739,0,3,7,2017
DHM,0,226,0,12517,0,0,7,2017
TCR,0,124,0,8741,0,1,7,2017
IXA,0,746,0,108106,0,464,7,2017
KNU,0,0,0,0,0,0,7,2017
AMD,1036,4001,132591,522391,3628,4355,7,2017
TEZ,0,28,0,570,0,0,7,2017
SLV,0,36,0,743,0,0,7,2017
MAA,3123,9186,461503,1172430,28085,9376,7,2017
VGA,0,990,0,59716,0,0,7,2017
IXC,90,1870,11697,195239,0,426,7,2017
GOP,0,186,0,12138,0,0,7,2017
BLR,2153,13743,320553,1796729,18804,11101,7,2017
DIB,0,216,0,29171,0,24,7,2017
IXD,0,62,0,4050,0,0,7,2017
UDR,0,721,0,79675,0,0,7,2017
DMU,0,114,0,13156,0,10,7,2017
VAMA,0,0,0,0,0,0,7,2017
IXG,0,128,0,9107,0,0,7,2017
IXJ,0,1110,0,111420,0,149,7,2017
IXI,0,38,0,1038,0,0,7,2017
IXM,186,838,24331,82781,0,188,7,2017
CCU,1849,9784,204982,1257092,5075,8123,7,2017
IXR,0,1028,0,118747,0,374,7,2017
VNS,90,1131,10336,143944,0,124,7,2017
GAY,18,78,1285,2770,0,0,7,2017
BDQ,0,559,0,73966,0,167,7,2017
JAI,335,2973,37033,316908,242,972,7,2017
PGH,0,40,0,1400,0,0,7,2017
COK,2644,3013,455485,367994,5629,848,7,2017
RPR,0,1002,0,123863,0,351,7,2017
PAT,0,1883,0,242852,0,708,7,2017
IXB,34,1214,1672,142593,0,471,7,2017
TRZ,824,186,115423,9631,472,0,7,2017
CJB,98,1468,13959,171020,118,716,7,2017
AGX,0,196,0,2803,0,1,7,2017
DIU,0,34,0,1237,0,0,7,2017
HYD,1970,9949,316705,1135005,6316,4345,7,2017
LKO,440,2362,60265,286694,214,315,7,2017
IDR,0,1494,0,178541,0,989,7,2017
IXZ,0,962,0,76390,0,408,7,2017
NDC,0,58,0,1930,0,0,7,2017
DEL,9020,27129,1379979,3787827,51228,25862,7,2017
LUH,0,0,0,0,0,0,7,2017
CDP,0,68,0,2848,0,0,7,2017
JLR,0,298,0,17716,0,15,7,2017
VTZ,148,1318,10256,178421,0,479,7,2017
IXU,0,322,0,29433,0,124,7,2017
SHL,0,48,0,972,0,0,7,2017
VAJJ,0,1897,0,13072,0,34,7,2017
RJA,0,673,0,19798,0,0,7,2017
TIR,0,618,0,52486,0,0,7,2017
JDH,0,402,0,34758,0,0,7,2017
IMF,0,585,0,87436,0,191,7,2017
AGR,0,32,0,627,0,0,7,2017
BOM,7160,19647,1115313,2773280,48784,21457,7,2017
PBD,0,104,0,3218,0,0,7,2017
KUU,0,64,0,2267,0,0,7,2017
JGA,0,60,0,5234,0,1,7,2017
BHU,0,160,0,2593,0,0,7,2017
BHO,0,598,0,56395,0,91,7,2017
CCJ,1801,385,229928,40562,1683,85,7,2017
BBI,38,1526,6228,212422,0,648,7,2017
STV,0,949,0,62865,0,25,7,2017
BKB,0,48,0,194,0,0,7,2017
KLH,0,0,0,0,0,0,7,2017
AJL,0,364,0,27133,0,46,7,2017
GWL,0,60,0,1859,0,0,7,2017
TRV,1595,1244,215905,145164,2358,103,7,2017
NAG,108,1182,8688,152245,45,473,7,2017
RAJ,0,384,0,31044,0,25,7,2017
GAU,60,3866,5030,484909,0,1852,7,2018
IXS,0,350,0,35956,0,62,7,2018
SXR,94,1672,9650,247733,0,597,7,2018
HBX,0,718,0,44067,0,0,7,2018
RDP,0,36,0,2941,0,0,7,2018
IXE,449,1208,67977,131980,390,34,7,2018
ATQ,398,898,54605,129990,62,129,7,2018
JSA,0,62,0,3018,0,0,7,2018
PNQ,160,5180,17921,743367,2,4650,7,2018
DED,0,1002,0,93973,0,19,7,2018
JRH,0,92,0,9532,0,5,7,2018
HJR,0,29,0,2181,0,0,7,2018
IXL,0,730,0,96537,0,93,7,2018
BUP,0,92,0,3672,0,0,7,2018
GOI,236,4074,24883,575115,226,190,7,2018
BHJ,0,160,0,13728,0,3,7,2018
DHM,0,210,0,8291,0,0,7,2018
MYQ,0,66,0,3845,0,0,7,2018
TCR,0,212,0,12600,0,5,7,2018
IXA,0,892,0,133252,0,403,7,2018
KNU,0,70,0,4020,0,0,7,2018
AMD,1142,5062,164719,741035,3474,5125,7,2018
TEZ,0,28,0,181,0,0,7,2018
SLV,0,48,0,467,0,0,7,2018
MAA,3362,11402,515017,1422726,28809,8861,7,2018
VGA,0,1726,0,105316,0,0,7,2018
IXP,0,26,0,1030,0,0,7,2018
IXC,94,1562,13460,181914,0,567,7,2018
GOP,0,124,0,14378,0,0,7,2018
BLR,2313,17245,361952,2399010,22469,13461,7,2018
VDY,0,124,0,6296,0,0,7,2018
DIB,0,268,0,29972,0,68,7,2018
IXD,0,170,0,7865,0,0,7,2018
UDR,0,711,0,98777,0,2,7,2018
PNY,0,114,0,7335,0,0,7,2018
IXY,0,62,0,4003,0,0,7,2018
DMU,0,188,0,18325,0,39,7,2018
VAMA,0,0,0,0,0,0,7,2018
IXG,0,64,0,3349,0,0,7,2018
IXJ,0,1217,0,102588,0,177,7,2018
IXI,0,28,0,790,0,0,7,2018
IXM,254,892,27550,102220,171,302,7,2018
CCU,1889,11243,219897,1560646,5566,9092,7,2018
IXR,0,1278,0,177025,0,487,7,2018
SSE,0,0,0,0,0,0,7,2018
VNS,127,1553,12935,203656,0,200,7,2018
GAY,43,100,5264,4822,0,0,7,2018
BDQ,0,625,0,85484,0,251,7,2018
JAI,344,3636,51663,410243,175,1381,7,2018
PGH,0,36,0,1176,0,0,7,2018
COK,2682,3488,455307,432820,4018,1598,7,2018
RPR,0,1380,0,164846,0,419,7,2018
PAT,0,2505,0,353649,0,1115,7,2018
IXB,36,1582,1892,217320,0,683,7,2018
TRZ,682,626,99548,35325,542,1,7,2018
CJB,150,1760,18652,213535,201,1054,7,2018
AGX,0,200,0,2688,0,2,7,2018
DIU,0,79,0,1592,0,0,7,2018
HYD,2178,12310,353172,1449387,7319,5108,7,2018
LKO,552,2981,82997,380765,277,419,7,2018
IDR,0,2120,0,248551,0,1111,7,2018
ISK,0,32,0,2934,0,15,7,2018
IXZ,0,1006,0,90016,0,350,7,2018
NDC,0,144,0,8756,0,0,7,2018
DEL,9819,29527,1534003,4351957,54536,29525,7,2018
LUH,0,44,0,1302,0,0,7,2018
CDP,0,186,0,9175,0,0,7,2018
KQH,0,0,0,0,0,0,7,2018
JLR,0,259,0,16542,0,0,7,2018
SXV,0,60,0,3275,0,0,7,2018
VTZ,150,1735,11728,224437,0,528,7,2018
IXU,7,319,438,27313,0,220,7,2018
SHL,0,36,0,840,0,0,7,2018
KTU,0,0,0,0,0,0,7,2018
VAJJ,0,1613,0,11845,0,28,7,2018
JLG,0,6,0,9,0,0,7,2018
JGB,0,35,0,164,0,0,7,2018
RJA,0,1085,0,43199,0,6,7,2018
TIR,0,858,0,76666,0,0,7,2018
JDH,0,364,0,30975,0,0,7,2018
IMF,0,823,0,106538,0,468,7,2018
AGR,0,36,0,864,0,0,7,2018
BOM,7411,20025,1151803,2993363,55159,24314,7,2018
PBD,0,124,0,4178,0,0,7,2018
PYG,0,0,0,0,0,0,7,2018
KUU,0,80,0,1953,0,0,7,2018
JGA,0,64,0,6974,0,150,7,2018
BHU,0,170,0,3818,0,0,7,2018
SAG,0,127,0,6850,0,0,7,2018
BHO,0,582,0,56100,0,129,7,2018
CCJ,1661,693,239965,55458,721,41,7,2018
BBI,53,2480,7115,313793,0,592,7,2018
STV,0,837,0,70610,0,152,7,2018
BKB,0,126,0,4918,0,0,7,2018
KLH,0,4,0,21,0,0,7,2018
AJL,0,191,0,19860,0,44,7,2018
GWL,0,58,0,1906,0,0,7,2018
TRV,1466,1348,218720,176811,1477,92,7,2018
NAG,114,1641,9597,209340,79,777,7,2018
AIP,0,62,0,3757,0,0,7,2018
RAJ,0,310,0,28409,0,24,7,2018
GAU,182,3661,5756,500799,0,1874,7,2019
IXS,0,312,0,31542,0,67,7,2019
SXR,0,1805,0,271921,0,1023,7,2019
HBX,0,544,0,37757,0,9,7,2019
IXT,0,6,0,27,0,0,7,2019
RDP,0,118,0,10611,0,0,7,2019
IXE,339,980,52676,106594,197,0,7,2019
ATQ,381,1092,65493,130063,68,133,7,2019
JSA,0,146,0,7752,0,0,7,2019
PNQ,105,4646,12815,707762,11,3037,7,2019
DED,0,1098,0,106784,0,12,7,2019
JRH,0,68,0,10365,0,0,7,2019
HJR,0,28,0,1428,0,0,7,2019
IXL,0,682,0,87471,0,139,7,2019
BUP,0,86,0,3339,0,0,7,2019
GOI,222,4401,26738,613030,109,393,7,2019
BHJ,0,36,0,1919,0,0,7,2019
DHM,0,280,0,13362,0,0,7,2019
MYQ,0,192,0,8940,0,0,7,2019
TCR,0,284,0,19054,0,5,7,2019
IXA,0,856,0,126496,0,443,7,2019
KNU,0,168,0,16881,0,18,7,2019
AMD,1361,5749,206086,752589,4605,5322,7,2019
TEZ,0,22,0,334,0,0,7,2019
SLV,0,120,0,981,0,0,7,2019
MAA,3335,10829,530637,1428539,24636,7273,7,2019
VGA,0,1300,0,94751,0,208,7,2019
IXP,0,24,0,901,0,0,7,2019
IXC,82,1392,11637,185821,0,678,7,2019
GOP,0,492,0,58260,0,0,7,2019
BLR,2683,16545,413974,2331749,19182,13399,7,2019
VDY,0,124,0,6235,0,0,7,2019
DIB,0,448,0,47448,0,78,7,2019
IXD,0,364,0,32613,0,0,7,2019
UDR,0,813,0,93211,0,1,7,2019
PNY,0,76,0,5017,0,0,7,2019
IXY,0,110,0,6705,0,0,7,2019
DMU,0,116,0,17629,0,22,7,2019
VAMA,0,52,0,410,0,0,7,2019
IXG,0,422,0,19180,0,0,7,2019
IXJ,0,1282,0,127860,0,128,7,2019
IXI,0,34,0,1070,0,0,7,2019
IXM,246,1052,31354,97448,128,94,7,2019
CCU,2025,11624,248969,1573876,5453,8968,7,2019
IXR,0,1635,0,210840,0,359,7,2019
VNS,172,1652,19337,221735,0,309,7,2019
GAY,54,16,3873,2187,0,0,7,2019
JRG,0,264,0,16036,0,4,7,2019
BDQ,0,615,0,85028,0,236,7,2019
JAI,326,2838,51681,355879,180,1328,7,2019
PGH,0,55,0,1700,0,0,7,2019
COK,2423,3304,428802,409772,5445,1200,7,2019
RPR,0,1459,0,169991,0,494,7,2019
PAT,0,2659,0,394270,0,1068,7,2019
IXB,42,1962,1999,270419,0,563,7,2019
TRZ,802,462,116190,25271,736,0,7,2019
CJB,156,1741,19422,235142,196,789,7,2019
AGX,0,188,0,2966,0,6,7,2019
DIU,0,112,0,1592,0,0,7,2019
HYD,2196,13027,350250,1486539,7229,5012,7,2019
LKO,429,2763,67951,387815,342,1061,7,2019
IDR,15,1757,1730,227494,102,791,7,2019
ISK,0,170,0,7520,0,0,7,2019
IXZ,0,996,0,96484,0,580,7,2019
NDC,0,180,0,10580,0,0,7,2019
DEL,9124,28586,1468071,4337904,53568,31409,7,2019
LUH,0,52,0,1850,0,0,7,2019
CDP,0,180,0,9091,0,0,7,2019
KQH,0,160,0,8850,0,0,7,2019
JLR,0,480,0,28557,0,0,7,2019
SXV,0,62,0,3096,0,0,7,2019
VTZ,171,1559,13736,207388,37,570,7,2019
IXU,6,192,997,16983,0,58,7,2019
SHL,0,66,0,1953,0,0,7,2019
VAJJ,0,1739,0,12860,0,30,7,2019
JLG,0,4,0,14,0,0,7,2019
JGB,0,12,0,2,0,0,7,2019
RJA,0,809,0,32669,0,0,7,2019
CNN,453,922,68218,73351,0,0,7,2019
TIR,0,886,0,73424,0,0,7,2019
JDH,0,54,0,7671,0,0,7,2019
IMF,0,868,0,121419,0,708,7,2019
AGR,0,20,0,536,0,0,7,2019
BOM,6121,20105,1001859,2867461,48030,24243,7,2019
PBD,0,116,0,6426,0,0,7,2019
PYG,0,0,0,0,0,0,7,2019
KUU,0,90,0,2006,0,0,7,2019
JGA,0,26,0,3710,0,0,7,2019
BHU,0,184,0,3201,0,0,7,2019
SAG,0,542,0,51652,0,0,7,2019
BHO,0,1257,0,116491,0,84,7,2019
CCJ,1680,580,238743,47496,2645,68,7,2019
BBI,64,2189,7123,292574,0,794,7,2019
STV,38,1289,3597,126648,0,24,7,2019
BKB,0,80,0,3366,0,0,7,2019
KLH,0,232,0,11009,0,0,7,2019
AJL,0,128,0,12519,0,39,7,2019
NNS,0,0,0,0,0,0,7,2019
GWL,0,276,0,12819,0,0,7,2019
TRV,1265,1012,216320,132176,2857,114,7,2019
NAG,102,1956,11669,248035,309,1676,7,2019
AIP,0,62,0,3891,0,0,7,2019
RAJ,0,92,0,9611,0,1,7,2019
GAU,5,1335,340,81123,0,911,7,2020
QAH,0,0,0,0,0,0,7,2020
IXS,0,208,0,11867,0,76,7,2020
SXR,7,925,1067,101188,0,599,7,2020
HBX,0,42,0,901,0,45,7,2020
IXT,0,2,0,3,0,0,7,2020
RDP,0,0,0,0,0,0,7,2020
IXE,49,170,4483,6428,65,200,7,2020
ATQ,79,338,5450,22729,26,43,7,2020
JSA,0,22,0,454,0,0,7,2020
PNQ,3,1439,414,102763,0,1255,7,2020
DED,0,358,0,18238,0,0,7,2020
JRH,0,28,0,1567,0,0,7,2020
HJR,0,0,0,0,0,0,7,2020
IXL,0,174,0,18632,0,105,7,2020
BUP,0,0,0,0,0,0,7,2020
GOI,14,348,1814,20737,0,162,7,2020
BHJ,0,52,0,1449,0,0,7,2020
DHM,0,168,0,6983,0,0,7,2020
MYQ,0,274,0,2787,0,0,7,2020
TCR,0,124,0,7514,0,0,7,2020
IXA,0,294,0,21896,0,120,7,2020
KNU,0,8,0,23,0,0,7,2020
AMD,228,1736,6650,118692,4418,3083,7,2020
TEZ,0,24,0,178,0,0,7,2020
SLV,0,36,0,17,0,0,7,2020
HSS,0,0,0,0,0,0,7,2020
MAA,712,2317,17656,163820,15811,4526,7,2020
VGA,71,363,7170,13454,0,227,7,2020
IXP,0,26,0,848,0,0,7,2020
VOBG,0,0,0,0,0,0,7,2020
IXC,16,602,1356,41340,0,433,7,2020
GOP,0,398,0,38134,0,0,7,2020
BLR,871,4958,19781,418302,16303,8750,7,2020
VDY,0,60,0,2579,0,0,7,2020
DIB,0,178,0,17988,0,82,7,2020
UDR,0,106,0,6479,0,0,7,2020
PNY,0,0,0,0,0,0,7,2020
IXY,0,72,0,795,0,0,7,2020
DMU,0,164,0,4125,0,29,7,2020
VAMA,0,0,0,0,0,0,7,2020
IXG,0,444,0,14147,0,0,7,2020
IXJ,0,589,0,41334,0,66,7,2020
GBI,0,118,0,3278,0,0,7,2020
IXI,0,52,0,563,0,0,7,2020
KBK,0,0,0,0,0,0,7,2020
IXM,24,326,3248,18796,4,86,7,2020
CCU,371,3291,398,261197,3276,5906,7,2020
IXR,0,633,0,65355,0,438,7,2020
JRG,0,312,0,10871,0,1,7,2020
VNS,10,868,644,75737,0,205,7,2020
GAY,48,82,4508,6090,0,0,7,2020
BDQ,0,136,0,8885,0,51,7,2020
JAI,103,1016,7982,78540,0,879,7,2020
PGH,0,59,0,1332,0,0,7,2020
COK,623,943,55231,64314,3200,742,7,2020
RPR,0,490,0,34734,0,344,7,2020
PAT,0,1361,0,149816,0,996,7,2020
IXB,0,596,0,66912,0,388,7,2020
TRZ,94,275,11304,10054,136,0,7,2020
CJB,29,435,2943,27578,111,347,7,2020
AGX,0,66,0,489,0,0,7,2020
DIU,0,116,0,806,0,0,7,2020
HYD,487,4858,25426,288348,5078,4119,7,2020
LKO,380,1072,34868,84360,102,769,7,2020
IDR,4,364,451,24113,4,295,7,2020
ISK,0,202,0,2880,0,0,7,2020
IXZ,0,298,0,16143,0,432,7,2020
NDC,0,28,0,1097,0,0,7,2020
DEL,3163,9674,193007,866898,39752,20494,7,2020
LUH,0,37,0,558,0,0,7,2020
CDP,0,92,0,2046,0,0,7,2020
KQH,0,162,0,7731,0,0,7,2020
JLR,0,166,0,5947,0,0,7,2020
SXV,0,30,0,847,0,0,7,2020
VTZ,14,512,2178,39917,0,318,7,2020
IXU,0,62,0,3492,0,11,7,2020
SHL,0,4,0,2,0,0,7,2020
VAJJ,0,1643,0,4134,0,11,7,2020
JLG,0,20,0,138,0,0,7,2020
JGB,0,0,0,0,0,0,7,2020
RJA,0,432,0,8699,0,0,7,2020
CNN,132,278,15077,8659,0,0,7,2020
TIR,0,228,0,11040,0,0,7,2020
JDH,0,10,0,734,0,0,7,2020
IMF,0,350,0,20499,0,222,7,2020
AGR,0,24,0,116,0,0,7,2020
BOM,1909,3515,65930,271430,32295,9847,7,2020
PBD,0,28,0,246,0,0,7,2020
PYG,0,0,0,0,0,0,7,2020
KUU,0,24,0,129,0,0,7,2020
SAG,0,28,0,659,0,0,7,2020
JGA,0,14,0,488,0,0,7,2020
BHU,0,10,0,48,0,0,7,2020
BHO,0,262,0,14438,0,72,7,2020
CCJ,365,184,34734,5110,864,6,7,2020
BBI,21,678,1680,63347,18,493,7,2020
STV,0,174,0,8367,0,302,7,2020
BKB,0,62,0,2022,0,0,7,2020
KLH,0,186,0,4655,0,0,7,2020
AJL,0,87,0,3553,0,32,7,2020
NNS,0,0,0,0,0,0,7,2020
GWL,0,52,0,1795,0,0,7,2020
TRV,258,307,20032,21299,1684,61,7,2020
NAG,13,344,0,25448,0,251,7,2020
AIP,0,0,0,0,0,0,7,2020
RAJ,0,36,0,1773,0,0,7,2020
IXD,0,322,0,26006,0,0,7,2020
GAU,0,2147,0,151331,28,1735,7,2021
QAH,0,62,0,2646,0,0,7,2021
IXS,0,190,0,15438,0,60,7,2021
SXR,0,1989,0,245522,0,657,7,2021
BPM,0,155,0,214,0,0,7,2021
HBX,0,446,0,14912,0,2,7,2021
TEI,0,0,0,0,0,0,7,2021
IXT,0,42,0,271,0,0,7,2021
RDP,0,112,0,13208,0,0,7,2021
IXE,88,457,7552,39124,62,239,7,2021
ATQ,70,694,5161,52964,47,78,7,2021
JSA,0,36,0,764,0,0,7,2021
COH,0,0,0,0,0,0,7,2021
PNQ,16,2107,46,218222,0,3810,7,2021
DED,0,752,0,51769,0,9,7,2021
JRH,0,58,0,4289,0,0,7,2021
HJR,0,0,0,0,0,0,7,2021
IXL,0,936,0,129909,0,129,7,2021
BUP,0,0,0,0,0,0,7,2021
GOI,22,1426,1003,138251,2,339,7,2021
BHJ,0,34,0,1280,0,0,7,2021
DHM,0,235,0,9859,0,0,7,2021
MYQ,0,292,0,7060,0,0,7,2021
TCR,0,178,0,10010,0,0,7,2021
IXA,0,516,0,43381,0,279,7,2021
KNU,0,120,0,6776,0,10,7,2021
AMD,260,3364,12543,332888,3837,3627,7,2021
TEZ,0,28,0,392,0,0,7,2021
SLV,0,74,0,97,0,0,7,2021
HSS,0,50,0,63,0,0,7,2021
MAA,1213,4754,53291,446697,24312,5933,7,2021
VGA,36,616,4707,39901,0,227,7,2021
IXP,0,14,0,1260,0,0,7,2021
DBR,0,510,0,68703,0,0,7,2021
VOBG,0,83,0,298,0,0,7,2021
IXC,1,1535,79,151234,0,910,7,2021
GOP,0,558,0,40924,0,0,7,2021
BLR,1059,8657,42105,878823,22758,11861,7,2021
PAB,0,68,0,2523,0,0,7,2021
VDY,0,8,0,207,0,0,7,2021
DIB,0,426,0,32830,0,78,7,2021
IXD,0,530,0,31935,0,0,7,2021
UDR,0,417,0,45142,0,2,7,2021
PNY,0,2,0,5,0,0,7,2021
IXK,0,0,0,0,0,0,7,2021
IXY,0,106,0,6185,0,0,7,2021
DMU,0,279,0,11621,0,25,7,2021
VAMA,0,0,0,0,0,0,7,2021
IXG,0,618,0,21881,0,5,7,2021
IXJ,0,912,0,78928,0,114,7,2021
GBI,0,188,0,8328,0,0,7,2021
IXI,0,62,0,1215,0,0,7,2021
KBK,0,0,0,0,0,0,7,2021
IXM,0,540,0,43742,7,89,7,2021
CCU,392,5835,5409,574571,3516,7561,7,2021
IXR,0,978,0,107850,0,417,7,2021
SSE,0,4,0,13,0,0,7,2021
JRG,0,400,0,25094,0,4,7,2021
VNS,26,1070,1851,86149,0,298,7,2021
GAY,0,0,0,0,0,0,7,2021
BDQ,0,274,0,32162,0,73,7,2021
JAI,54,1395,3868,136501,18,1129,7,2021
PGH,0,46,0,557,0,0,7,2021
COK,946,1547,84579,134822,3821,1180,7,2021
RPR,0,1042,0,95303,0,582,7,2021
PAT,0,2000,0,197859,0,922,7,2021
IXB,0,1054,0,108011,0,672,7,2021
TRZ,187,217,15096,9020,351,0,7,2021
CJB,26,504,1213,63244,76,545,7,2021
AGX,0,166,0,1747,0,10,7,2021
DIU,0,112,0,2018,0,0,7,2021
HYD,732,7439,54375,687636,6429,5280,7,2021
LKO,186,1668,18963,164148,73,483,7,2021
IDR,0,815,0,90164,0,692,7,2021
ISK,0,120,0,4065,0,0,7,2021
IXZ,0,266,0,22894,0,352,7,2021
NDC,0,20,0,508,0,0,7,2021
KJB,0,110,0,2561,0,0,7,2021
DEL,3434,17444,266533,2029166,48970,26529,7,2021
LUH,0,10,0,32,0,0,7,2021
CDP,0,104,0,1859,0,0,7,2021
KQH,0,250,0,11523,0,0,7,2021
JLR,0,365,0,16954,0,0,7,2021
BEK,0,32,0,1640,0,0,7,2021
SXV,0,0,0,0,0,0,7,2021
VTZ,0,908,0,102577,0,355,7,2021
IXU,0,198,0,17847,0,56,7,2021
SHL,0,110,0,1341,0,0,7,2021
KTU,0,0,0,0,0,0,7,2021
