airport_code,aircraftmov_intl,aircraftmov_domestic,pax_intl,pax_domestic,freight_intl,freight_domestic,month,year
TIR,0,578,0,41811,0,0,4,2017
JDH,0,380,0,32340,0,1,4,2017
IMF,0,510,0,77731,0,331,4,2017
AGR,0,6,0,8,0,0,4,2017
BOM,6783,17881,1045541,2631112,52581,19866,4,2017
PBD,0,91,0,746,0,1,4,2017
KUU,0,104,0,2736,0,0,4,2017
JGA,0,54,0,5240,0,0,4,2017
BHU,0,164,0,2585,0,0,4,2017
BHO,0,579,0,50192,0,69,4,2017
CCJ,1714,345,231067,46012,1558,89,4,2017
BBI,7,1602,2345,220533,0,694,4,2017
STV,0,644,0,28173,0,0,4,2017
BKB,0,32,0,128,0,0,4,2017
KLH,0,4,0,6,0,0,4,2017
AJL,0,338,0,22366,0,48,4,2017
GWL,0,37,0,1537,0,0,4,2017
TRV,1487,994,212108,137572,2387,117,4,2017
NAG,120,1088,7486,145138,31,335,4,2017
RAJ,0,356,0,28322,0,32,4,2017
GAU,34,3812,2191,449585,0,1994,4,2018
IXS,0,340,0,31821,0,46,4,2018
SXR,0,1506,0,230200,0,421,4,2018
HBX,0,126,0,6175,0,0,4,2018
IXE,431,1418,69797,153193,152,36,4,2018
ATQ,404,998,54640,142076,60,57,4,2018
JSA,0,126,0,5694,0,0,4,2018
PNQ,198,4754,22547,727429,1,4114,4,2018
DED,0,1049,0,104661,0,10,4,2018
JRH,0,94,0,7978,0,4,4,2018
HJR,0,110,0,4226,0,0,4,2018
IXL,0,524,0,60152,0,109,4,2018
BUP,0,82,0,4203,0,0,4,2018
GOI,375,3976,61601,602367,118,151,4,2018
BHJ,0,146,0,15633,0,2,4,2018
DHM,0,231,0,12159,0,0,4,2018
MYQ,0,74,0,3598,0,0,4,2018
TCR,0,118,0,8228,0,0,4,2018
IXA,0,920,0,139321,0,393,4,2018
KNU,0,0,0,0,0,0,4,2018
AMD,1082,4201,159569,638968,3312,4157,4,2018
TEZ,0,28,0,757,0,0,4,2018
SLV,0,56,0,1117,0,0,4,2018
MAA,3239,11046,475351,1354180,25628,9098,4,2018
VGA,0,1486,0,97578,0,0,4,2018
IXP,0,20,0,864,0,0,4,2018
IXC,108,1216,14393,151967,0,370,4,2018
GOP,0,120,0,14547,0,0,4,2018
BLR,2282,16265,356290,2285077,19284,10850,4,2018
DIB,0,296,0,29218,0,79,4,2018
IXD,0,62,0,3635,0,0,4,2018
UDR,0,897,0,103760,0,0,4,2018
PNY,0,120,0,7798,0,0,4,2018
IXY,0,58,0,3761,0,0,4,2018
DMU,0,239,0,17536,0,64,4,2018
IXG,0,304,0,19620,0,0,4,2018
IXJ,0,1261,0,108116,0,145,4,2018
IXI,0,36,0,1035,0,0,4,2018
IXM,240,1049,28214,109060,95,170,4,2018
CCU,1786,10883,216957,1553971,4551,8065,4,2018
IXR,0,1537,0,203141,0,525,4,2018
SSE,0,0,0,0,0,0,4,2018
VNS,74,1513,10470,199676,0,95,4,2018
GAY,98,68,6712,5450,0,0,4,2018
BDQ,0,628,0,89847,0,183,4,2018
JAI,344,3388,48852,368067,254,1105,4,2018
PGH,0,40,0,1341,0,0,4,2018
COK,2393,3347,475545,446215,5101,912,4,2018
RPR,0,1346,0,167934,0,358,4,2018
PAT,0,2273,0,331739,0,647,4,2018
IXB,34,1500,2400,222006,0,418,4,2018
TRZ,718,312,100980,19758,515,1,4,2018
CJB,163,2059,20181,225837,163,726,4,2018
AGX,0,130,0,3605,0,1,4,2018
DIU,0,88,0,1965,0,0,4,2018
HYD,2137,11830,325441,1383381,6898,4331,4,2018
LKO,450,2983,67011,397011,235,862,4,2018
IDR,0,1860,0,235389,0,853,4,2018
IXZ,0,1274,0,164137,0,447,4,2018
DEL,9264,29372,1479995,4383869,54442,25622,4,2018
LUH,0,36,0,1417,0,0,4,2018
CDP,0,184,0,8799,0,0,4,2018
KQH,0,0,0,0,0,0,4,2018
JLR,0,399,0,20161,0,1,4,2018
SXV,0,60,0,3738,0,0,4,2018
VTZ,155,1836,13572,219838,0,553,4,2018
IXU,0,308,0,30756,0,142,4,2018
SHL,0,51,0,1479,0,0,4,2018
KTU,0,24,0,69,0,0,4,2018
VAJJ,0,1799,0,13166,0,31,4,2018
JLG,0,26,0,201,0,0,4,2018
RJA,0,923,0,35897,0,5,4,2018
TIR,0,850,0,71523,0,0,4,2018
JDH,0,444,0,35137,0,0,4,2018
IMF,0,726,0,95663,0,378,4,2018
AGR,0,32,0,929,0,0,4,2018
BOM,7185,19618,1127277,3020411,58271,21337,4,2018
PBD,0,86,0,3992,0,0,4,2018
PYG,0,0,0,0,0,0,4,2018
KUU,0,96,0,2788,0,0,4,2018
JGA,0,62,0,6182,0,0,4,2018
BHU,0,224,0,4179,0,0,4,2018
BHO,0,687,0,69237,0,102,4,2018
CCJ,1433,555,229145,55834,1566,34,4,2018
BBI,87,2302,11991,316697,0,670,4,2018
STV,0,851,0,63369,0,0,4,2018
BKB,0,124,0,5529,0,0,4,2018
KLH,0,18,0,165,0,0,4,2018
GWL,0,58,0,2494,0,0,4,2018
TRV,1619,1171,227081,163229,2246,79,4,2018
NAG,103,1599,8244,212213,42,583,4,2018
AIP,0,0,0,0,0,0,4,2018
RAJ,0,324,0,29132,0,28,4,2018
RDP,0,20,0,2265,0,0,4,2018
VDY,0,120,0,5882,0,0,4,2018
VAMA,0,48,0,306,0,0,4,2018
ISK,0,34,0,146,0,0,4,2018
NDC,0,138,0,8499,0,0,4,2018
SAG,0,118,0,6169,0,0,4,2018
AJL,0,207,0,19789,0,37,4,2018
GAU,56,3613,2258,467107,0,1672,4,2019
IXS,0,246,0,26277,0,63,4,2019
SXR,0,1716,0,255325,0,607,4,2019
HBX,0,688,0,49517,0,10,4,2019
IXT,0,12,0,55,0,0,4,2019
RDP,0,69,0,5589,0,0,4,2019
IXE,316,860,54668,95717,250,24,4,2019
ATQ,383,1007,66307,133326,201,95,4,2019
JSA,0,140,0,5894,0,0,4,2019
PNQ,100,4384,13208,678370,3,3058,4,2019
DED,0,1046,0,102792,0,14,4,2019
JRH,0,72,0,10221,0,0,4,2019
HJR,0,54,0,2508,0,0,4,2019
IXL,0,498,0,58837,0,288,4,2019
BUP,0,90,0,3115,0,0,4,2019
GOI,337,4440,57338,619588,159,178,4,2019
BHJ,0,38,0,2269,0,0,4,2019
DHM,0,302,0,16205,0,0,4,2019
MYQ,0,84,0,3284,0,0,4,2019
TCR,0,290,0,19121,0,6,4,2019
IXA,0,826,0,106262,0,420,4,2019
KNU,0,142,0,14541,0,3,4,2019
AMD,1297,4990,194421,693015,4192,4618,4,2019
TEZ,0,18,0,203,0,0,4,2019
SLV,0,88,0,569,0,0,4,2019
MAA,3166,10074,478441,1236864,24754,7127,4,2019
VGA,18,1509,1352,94903,0,195,4,2019
IXP,0,26,0,1222,0,0,4,2019
IXC,79,1347,11829,182841,0,427,4,2019
BLR,2622,16140,417166,2319400,19610,10875,4,2019
VDY,0,124,0,5721,0,0,4,2019
DIB,0,372,0,38055,0,78,4,2019
IXD,0,200,0,16814,0,0,4,2019
UDR,0,757,0,89111,0,0,4,2019
PNY,0,100,0,6274,0,0,4,2019
IXY,0,64,0,4190,0,0,4,2019
DMU,0,127,0,14736,0,33,4,2019
VAMA,0,0,0,0,0,0,4,2019
IXG,0,118,0,4880,0,0,4,2019
IXJ,0,1185,0,116126,0,113,4,2019
IXI,0,80,0,2505,0,0,4,2019
IXM,241,1031,30742,83272,160,104,4,2019
CCU,1893,11181,244600,1523407,5153,5758,4,2019
IXR,0,1434,0,178798,0,908,4,2019
VNS,140,1548,20350,196652,2,269,4,2019
GAY,61,91,5411,3202,0,0,4,2019
JRG,0,186,0,10507,0,1,4,2019
BDQ,0,536,0,76415,0,356,4,2019
JAI,277,2934,43997,341685,240,1032,4,2019
PGH,0,52,0,1795,0,0,4,2019
COK,2367,3610,437995,441879,5001,1053,4,2019
RPR,0,1383,0,164867,0,468,4,2019
PAT,0,2211,0,323908,0,890,4,2019
IXB,38,1700,2250,244969,0,553,4,2019
TRZ,758,438,113129,24007,672,1,4,2019
CJB,160,1466,20209,198764,215,748,4,2019
AGX,0,106,0,3050,0,3,4,2019
DIU,0,92,0,1972,0,0,4,2019
HYD,2086,12665,328742,1460332,7193,4502,4,2019
LKO,403,2994,65543,374932,368,870,4,2019
IDR,0,1839,0,230821,29,790,4,2019
ISK,0,192,0,8785,0,7,4,2019
IXZ,0,1306,0,145354,0,523,4,2019
NDC,0,218,0,11380,0,0,4,2019
DEL,8202,25888,1387500,3581007,52204,28175,4,2019
LUH,0,50,0,1635,0,0,4,2019
CDP,0,202,0,9229,0,0,4,2019
KQH,0,138,0,7704,0,0,4,2019
SXV,0,64,0,3260,0,0,4,2019
VTZ,161,1615,12704,203964,42,541,4,2019
IXU,0,193,0,17741,0,100,4,2019
SHL,0,30,0,517,0,0,4,2019
VAJJ,0,1788,0,12406,0,28,4,2019
JLG,0,14,0,33,0,0,4,2019
JGB,0,8,0,0,0,0,4,2019
RJA,0,679,0,27971,0,0,4,2019
CNN,366,854,60336,81036,0,0,4,2019
TIR,0,986,0,72711,0,0,4,2019
JDH,0,182,0,20965,0,1,4,2019
IMF,0,828,0,105914,0,615,4,2019
AGR,0,84,0,1961,0,0,4,2019
BOM,5649,15160,993144,2328891,48712,21486,4,2019
PBD,0,142,0,6001,0,0,4,2019
PYG,0,38,0,2363,0,0,4,2019
KUU,0,127,0,2943,0,0,4,2019
JGA,0,66,0,6724,0,0,4,2019
BHU,0,146,0,3534,0,0,4,2019
SAG,0,486,0,44549,0,0,4,2019
BHO,0,1152,0,93423,0,85,4,2019
CCJ,1578,599,258940,46705,2340,46,4,2019
BBI,70,2611,7457,328473,0,819,4,2019
STV,38,1336,4007,131732,0,140,4,2019
BKB,0,131,0,5263,0,0,4,2019
KLH,0,130,0,4889,0,0,4,2019
AJL,0,118,0,10913,0,32,4,2019
NNS,0,0,0,0,0,0,4,2019
GWL,0,70,0,2114,0,0,4,2019
TRV,1341,1016,202778,131312,2066,121,4,2019
NAG,120,1682,10293,210777,79,578,4,2019
AIP,0,60,0,4053,0,0,4,2019
GOP,0,304,0,42198,0,0,4,2019
JLR,0,552,0,30310,0,0,4,2019
GAU,1,109,0,229,18,144,4,2020
QAH,0,0,0,0,0,0,4,2020
IXS,0,14,0,85,0,0,4,2020
SXR,0,30,0,0,0,0,4,2020
HBX,0,0,0,0,0,0,4,2020
IXE,0,2,0,0,0,0,4,2020
ATQ,40,13,5011,961,1,0,4,2020
JSA,0,0,0,0,0,0,4,2020
PNQ,2,4,125,5,0,1,4,2020
DED,0,2,0,96,0,0,4,2020
JRH,0,6,0,30,0,0,4,2020
HJR,0,0,0,0,0,0,4,2020
IXL,0,0,0,0,0,0,4,2020
BUP,0,0,0,0,0,0,4,2020
GOI,41,16,4535,849,4,0,4,2020
BHJ,0,0,0,0,0,0,4,2020
DHM,0,0,0,0,0,0,4,2020
MYQ,0,0,0,0,0,0,4,2020
TCR,0,0,0,0,0,0,4,2020
IXA,0,34,0,1950,0,0,4,2020
KNU,0,0,0,0,0,0,4,2020
AMD,98,28,3235,175,183,63,4,2020
TEZ,0,2,0,18,0,0,4,2020
SLV,0,0,0,0,0,0,4,2020
MAA,244,200,4765,694,4116,604,4,2020
VGA,0,8,0,0,0,0,4,2020
IXP,0,0,0,0,0,0,4,2020
IXC,2,2,108,105,0,0,4,2020
GOP,0,0,0,0,0,0,4,2020
BLR,299,232,2981,0,7232,934,4,2020
DIB,0,46,0,23,0,0,4,2020
IXD,0,0,0,0,0,0,4,2020
UDR,0,0,0,0,0,0,4,2020
PNY,0,0,0,0,0,0,4,2020
IXY,0,0,0,0,0,0,4,2020
DMU,0,24,0,24,0,0,4,2020
IXG,0,0,0,0,0,0,4,2020
IXJ,0,42,0,35,0,0,4,2020
GBI,0,0,0,0,0,0,4,2020
IXI,0,8,0,51,0,0,4,2020
IXM,0,2,0,4,0,2,4,2020
CCU,155,188,472,232,280,816,4,2020
IXR,0,8,0,10,0,0,4,2020
JRG,0,4,0,8,0,0,4,2020
VNS,0,2,0,0,0,0,4,2020
GAY,8,0,600,0,0,0,4,2020
BDQ,0,0,0,0,0,0,4,2020
JAI,6,6,3,17,0,0,4,2020
PGH,0,0,0,0,0,0,4,2020
COK,118,88,675,157,1794,14,4,2020
RPR,0,12,0,0,0,0,4,2020
PAT,0,6,0,5,0,1,4,2020
IXB,0,2,0,5,0,2,4,2020
TRZ,6,0,540,0,0,0,4,2020
CJB,2,0,113,0,0,19,4,2020
AGX,0,0,0,0,0,0,4,2020
DIU,0,0,0,0,0,0,4,2020
HYD,154,91,210,641,3325,134,4,2020
LKO,6,2,0,0,15,0,4,2020
IDR,2,12,0,257,3,6,4,2020
IXZ,0,23,0,3,0,19,4,2020
DEL,688,377,19514,1110,7806,2147,4,2020
LUH,0,0,0,0,0,0,4,2020
CDP,0,0,0,0,0,0,4,2020
KQH,0,0,0,0,0,0,4,2020
JLR,0,0,0,0,0,0,4,2020
SXV,0,0,0,0,0,0,4,2020
VTZ,0,32,0,24,0,119,4,2020
IXU,0,10,0,3,0,1,4,2020
SHL,0,0,0,0,0,0,4,2020
VAJJ,0,714,0,1346,0,2,4,2020
JLG,0,0,0,0,0,0,4,2020
RJA,0,62,0,275,0,0,4,2020
CNN,4,6,0,0,0,0,4,2020
TIR,0,0,0,0,0,0,4,2020
JDH,0,0,0,0,0,0,4,2020
IMF,0,24,0,7,0,101,4,2020
AGR,0,0,0,0,0,0,4,2020
BOM,630,305,7956,1095,14638,1861,4,2020
PBD,0,0,0,0,0,0,4,2020
PYG,0,0,0,0,0,0,4,2020
KUU,0,8,0,9,0,0,4,2020
SAG,0,0,0,0,0,0,4,2020
JGA,0,0,0,0,0,0,4,2020
BHU,0,0,0,0,0,0,4,2020
BHO,0,12,0,53,0,0,4,2020
CCJ,43,24,3,126,0,0,4,2020
BBI,2,24,111,68,0,15,4,2020
STV,0,28,0,11,0,269,4,2020
BKB,0,0,0,0,0,0,4,2020
KLH,0,0,0,0,0,0,4,2020
GWL,0,0,0,0,0,0,4,2020
TRV,44,4,320,4,545,6,4,2020
NAG,4,6,0,0,0,0,4,2020
AIP,0,0,0,0,0,0,4,2020
RAJ,0,0,0,0,0,0,4,2020
IXT,0,0,0,0,0,0,4,2020
RDP,0,0,0,0,0,0,4,2020
HSS,0,0,0,0,0,0,4,2020
VOBG,0,0,0,0,0,0,4,2020
VDY,0,0,0,0,0,0,4,2020
VAMA,0,0,0,0,0,0,4,2020
ISK,0,0,0,0,0,0,4,2020
NDC,0,0,0,0,0,0,4,2020
JGB,0,0,0,0,0,0,4,2020
AJL,0,20,0,74,0,0,4,2020
NNS,0,0,0,0,0,0,4,2020
GAU,0,3013,0,293916,0,1988,4,2021
QAH,0,60,0,2247,0,0,4,2021
IXS,0,287,0,29777,0,69,4,2021
SXR,0,2127,0,254041,0,652,4,2021
BPM,0,198,0,219,0,0,4,2021
HBX,0,511,0,16743,0,6,4,2021
TEI,0,2,0,3,0,0,4,2021
IXT,0,18,0,73,0,0,4,2021
RDP,0,154,0,14828,0,0,4,2021
IXE,194,757,22407,49850,86,200,4,2021
ATQ,255,962,26308,70026,51,55,4,2021
JSA,0,58,0,1011,0,0,4,2021
COH,0,2,0,7,0,0,4,2021
PNQ,14,2173,33,177816,0,2221,4,2021
DED,0,976,0,71651,0,10,4,2021
JRH,0,96,0,6554,0,0,4,2021
HJR,0,2,0,7,0,0,4,2021
IXL,0,668,0,71492,0,451,4,2021
BUP,0,6,0,5,0,0,4,2021
GOI,62,3212,5856,307172,13,545,4,2021
BHJ,0,2,0,12,0,0,4,2021
DHM,0,271,0,11408,0,0,4,2021
MYQ,0,414,0,9281,0,0,4,2021
TCR,0,140,0,8716,0,0,4,2021
IXA,0,754,0,77016,0,336,4,2021
KNU,0,118,0,6610,0,0,4,2021
AMD,366,3786,34037,316159,3950,3476,4,2021
TEZ,0,24,0,321,0,0,4,2021
SLV,0,58,0,78,0,0,4,2021
HSS,0,35,0,39,0,0,4,2021
MAA,1421,6990,89380,576348,24447,7017,4,2021
VGA,3,731,434,43621,0,230,4,2021
IXP,0,26,0,840,0,0,4,2021
DBR,0,320,0,42033,0,0,4,2021
VOBG,0,43,0,0,0,0,4,2021
IXC,10,2094,1391,154155,0,1021,4,2021
GOP,0,690,0,62114,0,0,4,2021
BLR,1272,11404,72701,1074360,21743,10698,4,2021
PAB,0,66,0,1755,0,0,4,2021
VDY,0,68,0,1262,0,0,4,2021
DIB,0,430,0,40827,0,76,4,2021
IXD,0,510,0,31277,0,0,4,2021
UDR,0,427,0,33113,0,0,4,2021
PNY,0,25,0,70,0,0,4,2021
IXK,0,0,0,0,0,0,4,2021
IXY,0,120,0,4329,0,0,4,2021
DMU,0,424,0,17106,0,37,4,2021
VAMA,0,0,0,0,0,0,4,2021
IXG,0,636,0,21899,0,3,4,2021
IXJ,0,900,0,78114,0,113,4,2021
GBI,0,184,0,6203,0,0,4,2021
IXI,0,60,0,1738,0,0,4,2021
KBK,0,0,0,0,0,0,4,2021
IXM,52,546,6650,48188,50,181,4,2021
CCU,534,7406,19640,772481,3446,6954,4,2021
IXR,0,1185,0,129519,0,551,4,2021
SSE,0,0,0,0,0,0,4,2021
JRG,0,347,0,18945,0,5,4,2021
VNS,64,1467,5292,147478,0,359,4,2021
GAY,0,86,0,5250,0,0,4,2021
BDQ,0,300,0,21974,0,188,4,2021
JAI,125,1787,16275,148519,14,1015,4,2021
PGH,0,66,0,1318,0,0,4,2021
COK,1121,2275,138625,201826,3610,995,4,2021
RPR,0,1154,0,64909,0,456,4,2021
PAT,0,2612,0,287311,0,1148,4,2021
IXB,0,1558,0,180166,0,987,4,2021
TRZ,235,254,24964,10764,337,0,4,2021
CJB,47,993,5090,81989,66,575,4,2021
AGX,0,112,0,2506,0,7,4,2021
DIU,0,108,0,1420,0,0,4,2021
HYD,846,8301,92432,708999,5604,5007,4,2021
LKO,368,2128,47536,209916,193,1015,4,2021
IDR,0,1121,0,70119,7,859,4,2021
ISK,0,160,0,2898,0,1,4,2021
IXZ,0,786,0,66822,0,435,4,2021
NDC,0,66,0,1718,0,0,4,2021
DEL,4437,21760,421817,2215429,50752,26137,4,2021
LUH,0,14,0,206,0,0,4,2021
CDP,0,172,0,4494,0,0,4,2021
KQH,0,194,0,7521,0,0,4,2021
JLR,0,280,0,12409,0,0,4,2021
BEK,0,36,0,1455,0,0,4,2021
SXV,0,60,0,2037,0,0,4,2021
VTZ,0,1238,0,113442,2,487,4,2021
IXU,0,242,0,9975,0,85,4,2021
SHL,0,80,0,2328,0,0,4,2021
KTU,0,0,0,0,0,0,4,2021
VAJJ,0,1150,0,5632,0,15,4,2021
JLG,0,28,0,198,0,0,4,2021
JGB,0,114,0,2502,0,0,4,2021
RJA,0,640,0,21000,0,0,4,2021
CNN,286,517,35884,24914,0,0,4,2021
TIR,0,702,0,37434,0,0,4,2021
JDH,0,358,0,35441,0,0,4,2021
IMF,0,762,0,69456,0,510,4,2021
AGR,0,120,0,6100,0,0,4,2021
BOM,2377,11386,137213,903905,49757,16675,4,2021
PBD,0,38,0,882,0,0,4,2021
PYG,0,104,0,5397,0,0,4,2021
IXX,0,30,0,906,0,0,4,2021
KUU,0,76,0,1370,0,0,4,2021
SAG,0,82,0,3562,0,0,4,2021
JGA,0,160,0,2419,0,0,4,2021
BHU,0,26,0,300,0,0,4,2021
BHO,0,852,0,38470,0,182,4,2021
CCJ,815,360,101944,23389,753,139,4,2021
BBI,8,1610,5,144815,0,990,4,2021
STV,12,704,1179,46733,0,775,4,2021
RUP,0,0,0,0,0,0,4,2021
BKB,0,40,0,1018,0,0,4,2021
KLH,0,224,0,6552,0,0,4,2021
AJL,0,164,0,12335,0,14,4,2021
NNS,0,0,0,0,0,0,4,2021
GWL,0,188,0,7757,0,0,4,2021
TRV,581,840,67919,60763,1267,147,4,2021
NAG,12,887,0,61525,0,758,4,2021
VIDD,0,0,0,0,0,0,4,2021
AIP,0,52,0,1955,0,0,4,2021
RAJ,0,324,0,15811,0,10,4,2021
GAU,0,3705,0,424394,0,1837,4,2022
QAH,0,56,0,2447,0,0,4,2022
IXS,0,260,0,25328,0,74,4,2022
SXR,0,2919,0,415041,0,1512,4,2022
BPM,0,156,0,293,0,0,4,2022
HBX,0,431,0,19512,0,6,4,2022
TEI,0,34,0,801,0,0,4,2022
IXT,0,37,0,419,0,0,4,2022
RDP,0,352,0,44274,0,7,4,2022
IXE,309,827,40797,106783,195,207,4,2022
ATQ,354,1389,54833,148473,142,72,4,2022
JSA,0,14,0,649,0,0,4,2022
COH,0,0,0,0,0,0,4,2022
PNQ,88,4178,9445,488481,5,3172,4,2022
DED,0,1583,0,136808,0,154,4,2022
JRH,0,111,0,12706,0,2,4,2022
HJR,0,31,0,955,0,0,4,2022
IXL,0,900,0,115692,0,162,4,2022
BUP,0,4,0,8,0,0,4,2022
GOI,181,4613,27190,623835,173,312,4,2022
BHJ,0,56,0,2223,0,0,4,2022
DHM,0,456,0,22966,0,0,4,2022
MYQ,0,358,0,15017,0,0,4,2022
TCR,0,266,0,17495,0,1,4,2022
IXA,0,940,0,107377,0,309,4,2022
KNU,0,268,0,26472,0,16,4,2022
AMD,792,4320,104981,531410,4184,3362,4,2022
TEZ,0,38,0,353,0,0,4,2022
SLV,0,124,0,213,0,0,4,2022
VIKA,0,0,0,0,0,0,4,2022
HSS,0,4,0,24,0,0,4,2022
MAA,2168,8421,291221,1050596,23249,7329,4,2022
VGA,23,1132,3166,70047,0,81,4,2022
IXP,0,12,0,72,0,0,4,2022
DBR,0,452,0,65025,0,7,4,2022
VOBG,0,32,0,165,0,0,4,2022
IXC,78,2366,10795,306435,0,1137,4,2022
GOP,0,710,0,60500,0,0,4,2022
BLR,1529,15238,195521,2059872,20416,12021,4,2022
SDW,0,68,0,3393,0,0,4,2022
PAB,0,66,0,1937,0,0,4,2022
VDY,0,39,0,71,0,0,4,2022
GDB,0,134,0,2818,0,0,4,2022
DIB,0,593,0,60795,0,109,4,2022
IXD,0,720,0,52209,0,0,4,2022
UDR,0,563,0,76047,0,15,4,2022
PNY,0,139,0,7515,0,0,4,2022
IXK,0,26,0,569,0,0,4,2022
IXY,0,124,0,8912,0,0,4,2022
DMU,0,340,0,20961,0,146,4,2022
VAMA,0,0,0,0,0,0,4,2022
IXG,0,546,0,34689,0,2,4,2022
IXJ,0,1299,0,135271,0,158,4,2022
GBI,0,194,0,7594,0,0,4,2022
IXI,0,104,0,2907,0,1,4,2022
KBK,0,52,0,3471,0,0,4,2022
IXM,114,780,14579,67080,113,134,4,2022
CCU,1123,10126,97376,1265944,3570,7107,4,2022
IXR,0,1667,0,199705,0,854,4,2022
SSE,0,0,0,0,0,0,4,2022
JRG,0,416,0,29235,0,4,4,2022
VNS,60,1823,8223,213101,4,369,4,2022
GAY,4,137,209,13070,0,0,4,2022
BDQ,0,801,0,100359,0,219,4,2022
JAI,176,3135,24945,336194,16,1396,4,2022
PGH,0,286,0,10256,0,0,4,2022
COK,1824,2435,309250,319030,5172,1046,4,2022
RPR,0,1793,0,175974,0,493,4,2022
PAT,0,2623,0,326066,0,1121,4,2022
IXB,0,824,0,112816,0,348,4,2022
TRZ,493,416,68188,30101,517,0,4,2022
CJB,107,1222,12477,183229,73,635,4,2022
AGX,0,204,0,4278,0,5,4,2022
DIU,0,110,0,2928,0,0,4,2022
HYD,1637,11515,219610,1405623,6627,5775,4,2022
LKO,455,2768,65348,328863,382,986,4,2022
IDR,9,2135,1200,221576,9,890,4,2022
ISK,0,135,0,3601,0,0,4,2022
IXZ,0,824,0,94523,0,552,4,2022
NDC,0,12,0,35,0,0,4,2022
KJB,0,102,0,3940,0,0,4,2022
DEL,6100,28333,986357,3938635,50844,27571,4,2022
IXW,0,141,0,283,0,0,4,2022
LUH,0,6,0,19,0,0,4,2022
CDP,0,193,0,4726,0,0,4,2022
KQH,0,248,0,15460,0,0,4,2022
JLR,0,690,0,40956,0,0,4,2022
BEK,0,156,0,15021,0,0,4,2022
SXV,0,10,0,13,0,0,4,2022
VTZ,45,1722,3740,191229,3,440,4,2022
IXU,0,333,0,27473,0,105,4,2022
SHL,0,250,0,8957,0,0,4,2022
KTU,0,4,0,10,0,0,4,2022
VAJJ,0,1698,0,11414,0,33,4,2022
JLG,0,10,0,44,0,0,4,2022
JGB,0,120,0,5091,0,0,4,2022
RJA,0,789,0,33517,0,1,4,2022
CNN,426,508,52409,34925,299,5,4,2022
TIR,0,874,0,75655,0,20,4,2022
JDH,0,338,0,50901,0,0,4,2022
IMF,0,936,0,92473,0,593,4,2022
RRK,0,0,0,0,0,0,4,2022
AGR,0,112,0,7597,0,0,4,2022
BOM,4064,17533,598846,2464301,46532,19091,4,2022
PBD,0,90,0,3441,0,0,4,2022
PYG,0,110,0,4823,0,0,4,2022
IXX,0,0,0,0,0,0,4,2022
KUU,0,94,0,2081,0,0,4,2022
SAG,0,469,0,61159,0,38,4,2022
JGA,0,122,0,9668,0,0,4,2022
BHU,0,86,0,463,0,0,4,2022
BHO,0,1105,0,91885,0,208,4,2022
CCJ,1271,463,178306,41684,863,62,4,2022
BBI,0,2407,0,274385,0,887,4,2022
STV,21,1310,1977,100515,0,530,4,2022
RUP,0,70,0,2721,0,0,4,2022
BKB,0,50,0,1590,0,0,4,2022
KLH,0,228,0,9606,0,0,4,2022
AJL,0,348,0,24410,0,26,4,2022
NNS,0,31,0,191,0,0,4,2022
GWL,0,482,0,23640,0,0,4,2022
TRV,867,1016,130347,126829,1255,165,4,2022
NAG,58,1578,2909,195917,12,581,4,2022
VIDD,0,0,0,0,0,0,4,2022
AIP,0,0,0,0,0,0,4,2022
RAJ,0,686,0,63664,0,55,4,2022
IXC,0,991,0,113273,0,107,5,2014
BLR,1631,9154,253648,999493,13439,8732,5,2014
CCJ,1112,248,194441,26234,1707,8,5,2014
IXA,0,722,0,76003,0,563,5,2014
AMD,703,2538,102692,328798,1329,3314,5,2014
CJB,80,1384,11747,117831,71,617,5,2014
DED,0,484,0,34528,0,0,5,2014
GAU,34,2272,1767,175208,1,714,5,2014
TIR,0,186,0,17610,0,0,5,2014
COK,2154,2061,345654,212776,6020,955,5,2014
RPR,0,692,0,84345,0,310,5,2014
JDH,0,262,0,24377,0,0,5,2014
PAT,0,946,0,110639,0,504,5,2014
IXB,61,916,2822,118656,0,227,5,2014
SXR,0,1614,0,259644,0,436,5,2014
IMF,0,450,0,55914,0,363,5,2014
RAJ,0,248,0,28354,0,10,5,2014
TRZ,684,122,98178,6512,376,0,5,2014
BDQ,0,515,0,70013,0,215,5,2014
HYD,1463,6430,231281,597327,4607,3431,5,2014
LKO,216,1613,35521,181004,122,241,5,2014
IXE,256,618,45246,70476,16,22,5,2014
ATQ,205,634,29440,65064,27,11,5,2014
DIB,0,262,0,26940,0,20,5,2014
BOM,6194,16632,996435,2155202,40544,17793,5,2014
IDR,0,1180,0,108428,0,590,5,2014
PNQ,94,2690,11565,347398,0,2416,5,2014
IXZ,0,842,0,75122,0,197,5,2014
UDR,0,450,0,33089,0,0,5,2014
IXL,0,402,0,50140,0,181,5,2014
BHO,0,454,0,28721,0,58,5,2014
GOI,206,2320,23982,290395,89,170,5,2014
BBI,0,980,0,124066,0,454,5,2014
DEL,7143,19054,1030713,2388151,36843,21443,5,2014
IXJ,0,860,0,72515,0,130,5,2014
IXM,106,478,11214,44450,0,92,5,2014
CCU,1291,6997,148296,762135,3904,7943,5,2014
IXR,0,678,0,57412,0,276,5,2014
MAA,2987,7550,421421,809313,19322,6357,5,2014
VTZ,94,942,5221,97779,0,152,5,2014
IXU,0,391,0,41018,0,99,5,2014
TRV,1233,744,191072,90989,2136,118,5,2014
